row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mavert00557.mzXML Peak area,Mavert00558.mzXML Peak area,Mavert00560.mzXML Peak area,Mavert00556.mzXML Peak area,Mavert00559.mzXML Peak area,Mavert00567.mzXML Peak area,Mavert00561.mzXML Peak area,Mavert00566.mzXML Peak area,Mavert00568.mzXML Peak area,
247,548.2867949572372,5.8354335,,,,10,28,[M+H]+,,2,248;247,547.27952,0,0,3005.987,0,2943.716,2206.4968,3267.8105,2306.4504,2371.6892,
248,570.2687424596813,5.8354335,,,,10,28,[M+Na]+,,2,248;247,547.27952,0,0,2545.9895,0,2014.9619,1695.8038,2522.6238,1855.1553,1659.3269,
249,504.23802794811195,5.8414216,,,,,,,,,,,497.48904,610.37244,0,667.1613,0,553.4393,0,391.6178,440.9645,
251,438.21225093594495,5.855625,,,,,,,,,,,0,0,2153.081,0,1718.1085,976.5729,2443.8184,750.5466,777.07336,
250,460.1942644785866,5.8601556,,,,,,,,,,,0,0,3888.7927,0,3052.2822,1908.5721,4138.299,1526.944,1483.8499,
253,262.1802888993487,5.931792,,,,0,,,,,,,3746.1814,4591.825,0,4382.851,0,8089.834,0,7655.4595,9046.031,
254,354.20632556663367,5.931792,,,,0,29,[M+H]+,,2,256;254,353.19911,43026.27,50537.117,0,52117.12,0,46553.246,0,41249.49,48939.117,
256,376.1883829959667,5.931792,,,,0,29,[M+Na]+,,2,256;254,353.19911,1845.298,2074.3677,0,2113.1875,0,1135.9354,0,1017.3077,1206.311,
257,386.1962341731598,5.9587,,,,,,,,,,,944.9996,1229.603,0,1233.2739,0,2591.8347,0,2473.3267,2708.9001,
258,354.2065054500063,6.026205,,,,,,,,,,,2958.6216,3719.7642,0,3797.3574,0,2328.025,0,1815.6469,2309.7292,
259,386.1963563725926,6.131369,,,,,,,,,,,453.1288,636.73456,0,573.1375,0,396.2979,0,314.70438,374.59714,
260,635.34274800992,6.1864,,,,,,,,,,,1527.2401,1726.5287,0,1055.7236,0,695.4264,0,275.7135,421.53088,
261,377.1595905574697,6.1972003,,,,,,,,,,,0,0,1523.2357,0,1497.535,1306.1381,1705.8531,1112.8678,1050.7878,
262,318.30010465287324,6.2366514,,,,,,,,,,,4410.9546,4887.2236,1461.9949,4567.7886,1225.9618,2517.7024,1629.0922,2568.7546,2574.8347,
263,278.17508124713385,6.2736917,,,,8,30,[M+H]+,,2,264;263,277.16782,345056.53,445526.1,0,379973.1,0,402224.56,0,342009.4,424271.75,
266,279.1784482545916,6.282003,,,,8,,,,,,,18861.502,29135.963,0,35319.03,0,93040.67,0,70775.91,100415.664,
264,300.1570997849712,6.2891164,,,,8,30,[M+Na]+,,2,264;263,277.16782,1095.2748,1652.4425,0,1171.8322,0,6686.1577,0,4602.5273,7748.097,
267,179.0704267187419,6.3038445,,,,,,,,,,,0,0,0,0,0,1022.86945,0,979.7993,1209.4812,
276,235.1330492647684,6.456075,,,,1,,,,,,,763.26685,987.7681,0,769.6055,0,1717.5941,0,1391.9546,1456.9226,
271,342.20642026860423,6.456075,,,,1,,,,,,,1728.6652,2144.2974,0,2021.7997,0,3921.9717,0,3607.7114,4015.5789,
272,352.1908718407814,6.456075,,,,1,33,[M-2H2O+H]+,,3,270;272;275,387.20466,4146.5,5460.66,0,5255.5063,0,9659.878,0,8811.963,9561.295,
273,370.2012127186894,6.456075,,,,1,33,[M-H2O+H]+,,3,270;275;273,387.20466,31504.092,41014.28,0,38594.43,0,68035.73,0,61956.332,68703.58,
274,388.21194613200663,6.456075,,,,1,33,[M+H]+,,3,274;270;275,387.20466,1588.5334,2618.879,0,2615.3398,0,7110.0566,0,6002.168,7171.54,
275,410.1938869627654,6.456075,,,,1,33,[M+Na]+,,4,274;272;275;273,387.20466,2718.27,4017.7095,0,3756.344,0,7317.743,0,6092.0283,7528.18,
270,432.17587384537774,6.4583054,,,,1,33,[M-H+2Na]+,,4,274;270;272;273,387.20466,1303.0171,1676.8406,0,1563.6357,0,2038.8586,0,1708.938,1675.9783,
286,292.190913474561,6.5526137,,,,15,35,[M+H]+,,3,285;286;287,291.18354,7794.1035,9076.166,0,9986.607,0,148926.9,0,150967.67,156466.03,
278,293.1941065704328,6.5526137,,,,15,,,,,,,1238.2506,1387.9302,0,1650.9368,0,34035.777,0,35596.945,37353.77,
287,314.1727117510044,6.5526137,,,,15,35,[M+Na]+,,2,286;287,291.18354,5187.2695,6122.64,0,6583.5166,0,77940.95,0,80195.56,82883.29,
285,605.3561777303022,6.5526137,,,,15,35,[2M+Na]+,,2,285;286,291.18354,291.72186,370.47485,0,396.0474,0,39904.15,0,41489.445,44837.625,
284,332.1831486046619,6.55396,,,,15,36,[M+Na]+,,2,284;286,309.19407,135.96216,135.79109,0,0,0,4135.661,0,4309.5884,4445.98,
288,536.2867918056273,6.570603,,,,,,,,,,,6738.0796,7785.1353,0,9067.127,0,3001.1729,0,3314.3293,3625.0906,
289,453.1674255030565,6.619818,,,,18,37,[M+K]+,,2,290;289,414.20424,3966.2988,3221.0244,4478.865,3543.615,4946.708,2075.4778,4405.826,1941.0665,2483.2192,
290,437.1934256749268,6.621322,,,,18,37,[M+Na]+,,2,290;289,414.20424,4172.1094,3505.522,5050.502,3927.5908,5589.1655,3917.2297,5120.5283,3562.8362,4834.3433,
291,520.3395831661346,6.6802335,,,,,,,,,,,0,268.51907,1572.0148,236.87665,1134.938,874.5852,1675.046,897.4758,645.8491,
293,554.273647626358,6.7064424,,,,42,38,[M+Na]+,,2,293;292,531.28447,559.4532,640.35364,4819.2236,576.85657,4931.896,4381.629,5539.3115,4746.245,4795.1465,
292,532.2917840713368,6.707935,,,,42,38,[M+H]+,,2,293;292,531.28447,247.83063,323.89246,3748.1843,301.65488,3509.9463,3391.781,3812.206,3308.1045,3437.8647,
294,478.2927042522992,6.7318444,,,,,,,,,,,1378.8047,2306.0942,5820.3735,2045.6058,4326.784,3204.5718,6036.28,3103.9082,2550.8218,
295,461.32612887828236,6.7419724,,,,9,,,,,,,1467.0217,1936.3403,0,1480.7773,0,3904.0483,0,3593.3005,4032.539,
296,498.28263896298176,6.7482758,,,,9,,,,,,,2519.3386,3225.6914,1519.2344,3003.805,1134.8511,2866.4854,1711.0596,3252.6978,2626.0308,
297,542.3217057858951,6.7907987,,,,31,39,[M+Na]+,,2,297;298,519.33241,534.12555,751.9724,1941.0178,604.6747,1568.0472,1090.197,2230.7217,1192.3053,902.0136,
298,520.3396133661147,6.792295,,,,31,39,[M+H]+,,2,297;298,519.33241,3046.2297,4631.803,12112.454,3880.1582,8677.547,6247.2036,12783.246,6825.4604,5584.768,
299,386.1963199446946,6.804731,,,,,,,,,,,952.7373,1365.3093,0,1417.7881,0,2281.5403,0,2330.9514,2782.069,
300,515.2627022097959,6.8132534,,,,54,40,[M+Na]+,,2,301;300,492.27351,7707.772,7946.8555,4815.5835,7901.0615,4999.177,5863.254,5195.248,6293.125,6130.974,
301,493.2808176117848,6.8147497,,,,54,40,[M+H]+,,2,301;300,492.27351,2974.7957,3034.0603,2012.7572,3021.3923,1859.5638,2382.0786,2049.3767,2659.7148,2697.6255,
302,357.1673817458803,6.8871665,,,,,,,,,,,0,0,0,0,0,1637.8035,0,1464.5801,2779.3518,
303,454.2926616324089,6.890768,,,,,,,,,,,2169.2014,2889.2273,2456.431,2779.0137,1979.0663,1580.8655,2723.5422,1602.4734,1271.2584,
304,496.3396359131459,6.95398,,,,,,,,,,,598.34906,863.26904,498.6811,739.8398,279.2716,263.87027,521.0806,410.04535,105.33354,
305,481.2923679138061,7.0324388,,,,,,,,,,,501.44797,591.11194,0,987.00024,0,730.4689,0,801.4647,797.8619,
306,476.2793590575017,7.1052384,,,,,,,,,,,1465.1111,2118.6326,0,2076.2021,0,1523.7482,0,1600.8575,1693.9658,
316,683.4438205243146,7.172636,,,,,,,,,,,1154.4685,1317.4282,0,1406.5295,0,899.93225,0,950.27734,996.8934,
309,407.2943516406035,7.1748834,,,,25,41,[M-2H2O+H]+,,3,315;309;312,442.30811,9135.554,11136.631,0,11448.534,0,9003.311,0,9093.161,10135.9375,
310,425.304976078833,7.1748834,,,,25,41,[M-H2O+H]+,,3,310;315;312,442.30811,10656.385,12939.076,0,13165.364,0,9989.117,0,10293.499,11266.543,
311,443.3152717233814,7.1748834,,,,25,41,[M+H]+,,3,315;311;312,442.30811,66323.836,79577.59,0,82266.28,0,65254.957,0,66908.336,72279.26,
312,465.2971756287895,7.1748834,,,,25,41,[M+Na]+,,4,310;309;311;312,442.30811,81001.88,90456.36,0,92470.766,0,77408.71,0,79527.945,82954.92,
314,483.307867625384,7.1748834,,,,25,,,,,,,5485.147,6240.3716,0,6356.9624,0,4797.026,0,4956.7197,5010.9204,
315,907.6054515650056,7.1748834,,,,25,41,[2M+Na]+,,4,310;315;309;311,442.30811,17742.61,21709.95,0,22342.473,0,16962.65,0,16510.588,18959.03,
320,372.21702715802957,7.1886263,,,,26,,,,,,,0,450.82047,0,311.43356,0,1834.5013,0,1751.4929,2138.8975,
318,354.2063044735248,7.2021,,,,26,,,,,,,0,163.47629,0,146.81909,0,1429.5923,0,1124.8905,1475.7472,
321,474.2637915609789,7.2063165,,,,,,,,,,,2407.2954,3427.09,0,3223.7505,0,3531.9458,0,3502.8792,3778.1694,
328,352.1907985419055,7.2579055,,,,7,,,,,,,1431.9875,1879.3062,0,1836.762,0,3694.533,0,3398.685,4053.7385,
327,370.2012598344133,7.2579055,,,,7,,,,,,,3165.3005,4542.838,0,4557.5693,0,8063.476,0,8038.851,9200.412,
388,379.3359044300268,8.235901,,,,,,,,,,,9572.168,9590.096,9173.331,9213.499,11738.654,13031.129,13194.191,14182.758,14482.098,
393,479.29240471720294,8.295072,,,,,,,,,,,2355.7163,3584.3586,0,2833.8215,0,2282.4724,0,1510.4943,2252.2212,
396,493.29257809725624,8.335461,,,,,,,,,,,1169.403,1284.3661,0,1194.4224,0,748.35474,0,339.8169,668.35706,
406,380.2560703062268,8.576134,,,,,,,,,,,1163.5724,1623.4249,0,1326.9868,0,0,0,0,323.21356,
408,325.2112840965667,8.586277,,,,44,,,,,,,3630.7354,4117.734,4494.467,3836.2769,4201.998,5418.4717,4531.7495,4988.5107,4419.6826,
409,263.2370005997791,8.587759,,,,44,,,,,,,1031.4084,1424.2644,1305.1162,1244.4951,1286.5659,1892.8994,1422.2773,1706.5559,1581.3815,
414,413.34044725791244,8.892917,,,,,,,,,,,1393.8096,1651.1101,0,1958.2588,0,1388.9574,0,1427.9685,1530.8818,
415,327.22684210276947,8.948972,,,,,,,,,,,676.77856,830.8599,694.9478,653.20935,678.0656,1943.6116,805.8824,1772.5922,1901.5919,
419,338.34174687048994,9.448105,,,,,,,,,,,3411.7168,2168.4175,2217.591,4265.1797,897.44727,1299.8911,3446.129,2053.3896,1094.6038,
421,748.5333956862086,9.586477,,,,,,,,,,,0,0,3378.658,0,3345.086,2051.619,3615.9902,2247.3638,2191.068,
422,750.5489319044021,9.691552,,,,,,,,,,,0,0,766.95746,0,828.15375,628.84686,797.25006,688.5572,677.8046,
